LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
110,10530,1Fam,7,6,2,0,6,1956,0,3,GasA,Y,2080,0,2006,204060.995775386
65,7930,1Fam,5,5,2,0,7,2003,1039,1,GasA,Y,971,0,2007,144955.609521345
92,11409,1Fam,8,5,1,0,5,1946,1324,3,GasA,Y,854,0,2006,154680.938349257
21,8925,1Fam,5,1,1,0,5,1993,0,3,GasA,Y,2060,0,2009,105631.655806295
72,8410,1Fam,7,5,2,0,6,1975,910,3,GasA,Y,1800,0,2010,168692.876449942
59,8924,1Fam,7,5,1,1,6,1910,927,3,GasA,Y,1679,0,2010,161383.505606115
70,5600,1Fam,7,5,2,0,9,1976,1623,3,GasA,Y,1080,0,2007,140476.795138463
73,10570,1Fam,5,6,2,1,9,1957,1838,2,GasA,Y,1720,0,2009,137377.430826422
80,8450,1Fam,5,5,1,1,6,2003,1148,2,GasA,N,1370,0,2010,153389.962961831
79,5586,Twnhs,7,4,1,0,5,2003,3094,2,GasA,N,1511,0,2007,204090.544841202
82,7800,1Fam,5,6,2,1,8,1950,1337,3,GasA,Y,768,0,2009,91895.9581349455
60,10402,1Fam,6,3,1,0,8,1974,1056,3,GasA,Y,2730,0,2008,154052.127876548
65,10500,1Fam,8,5,2,0,10,1977,1728,2,GasA,Y,1924,0,2006,279254.068754762
85,10500,1Fam,6,6,1,0,8,1958,689,3,GasA,Y,1958,0,2008,175025.956897256
57,8814,1Fam,5,5,2,0,5,1954,864,3,GasA,Y,1915,0,2006,173510.53248316
60,21535,1Fam,7,3,2,1,7,2005,1086,2,GasA,Y,1164,0,2007,186826.261422791
72,9950,1Fam,8,5,1,0,5,1996,755,3,GasA,Y,1710,0,2007,164256.784513761
85,8366,1Fam,5,5,2,0,6,1966,1428,0,GasA,Y,1301,0,2008,144733.775579649
85,7226,1Fam,5,5,0,0,6,1950,1248,3,GasA,Y,1509,0,2008,141643.782150672
80,8640,1Fam,7,9,2,0,7,1977,1092,3,GasA,N,1269,0,2006,201787.867460299
105,8740,1Fam,7,5,2,0,9,1996,1728,2,GasA,Y,1501,0,2010,208935.864513127
80,7758,1Fam,7,7,1,0,8,1968,1375,2,GasA,Y,1135,0,2009,184789.9731688
75,6130,TwnhsE,6,7,1,1,5,1984,1768,3,GasA,Y,1477,0,2008,134275.225507982
70,1869,TwnhsE,8,6,1,0,5,1957,1470,4,GasA,Y,4316,0,2008,371292.338790117
63,14762,1Fam,7,5,1,1,4,1949,384,2,GasA,Y,918,0,2006,111525.940351949
63,9042,1Fam,6,5,2,2,6,1915,2121,3,GasA,Y,1696,0,2008,178017.075336738
70,7861,Duplex,6,6,2,1,6,2004,918,3,GasA,Y,1474,0,2010,116358.121181475
50,9591,Duplex,8,5,2,0,9,2009,740,4,GasA,Y,1768,0,2010,200108.315196184
65,11443,TwnhsE,6,5,2,0,8,1997,793,3,GasA,Y,1801,0,2006,171305.935674112
70,2308,1Fam,9,5,2,0,5,1945,1208,4,GasA,Y,1026,0,2007,176192.936646932
82,7301,1Fam,7,6,1,1,8,1958,1088,3,GasA,N,1684,0,2010,155641.568488629
137,6820,1Fam,8,5,1,1,6,1967,1291,3,GasA,Y,2094,0,2009,254798.564887186
21,11952,TwnhsE,7,5,1,1,6,2001,616,2,GasA,Y,1652,0,2007,163706.896164857
73,9906,1Fam,5,6,1,1,6,2003,1144,2,GasA,Y,1728,0,2010,168293.743731697
51,9452,TwnhsE,5,2,1,0,7,1989,1392,3,GasA,N,1560,0,2007,128696.475920996
100,7064,1Fam,9,7,2,1,8,2007,1554,2,GasA,Y,1652,0,2007,304475.553455452
70,9600,1Fam,7,5,2,0,7,1960,1373,4,GasA,Y,1724,0,2006,157043.974053601
70,13710,1Fam,5,5,1,1,7,2006,1114,3,GasA,Y,630,0,2006,183913.799739361
47,7200,1Fam,6,5,1,0,6,1996,1490,3,GasA,Y,1915,0,2008,211149.536964512
74,13125,2fmCon,6,7,2,0,6,1993,796,2,GasA,Y,1472,0,2010,159475.841822452
75,8544,TwnhsE,5,7,1,1,6,1928,880,3,GasA,Y,969,0,2006,120743.251079555
54,13837,Twnhs,10,7,1,0,8,1949,738,4,GasA,Y,1717,0,2010,253657.82326477
96,14157,1Fam,8,5,2,1,7,2004,1268,3,GasA,Y,1506,0,2007,264108.05662599
92,7136,1Fam,5,5,2,1,10,1993,725,2,GasA,Y,1208,0,2007,126454.645356817
60,9248,1Fam,6,5,1,1,4,1986,3200,3,GasA,Y,1694,0,2006,171786.442443512
144,9135,1Fam,5,6,1,0,7,1916,888,3,GasA,Y,1208,0,2009,97237.6156343505
106,8640,1Fam,5,5,1,0,7,1949,2330,4,GasA,N,1692,0,2009,155279.43318178
103,7064,1Fam,6,7,1,0,9,2005,1763,3,GasA,Y,2030,0,2009,176437.575682476
69,9066,1Fam,5,6,2,1,8,2003,1105,4,GasA,Y,2144,0,2006,222908.013088219
70,11302,1Fam,5,5,2,0,7,1972,1070,3,GasA,Y,1208,0,2006,181960.380595565
35,6000,1Fam,9,8,2,0,6,1958,788,2,GasA,Y,1576,0,2009,216007.13070623
61,1491,1Fam,6,5,1,1,5,2005,1362,6,GasA,Y,2320,0,2009,208606.835352736
93,8846,1Fam,4,5,1,1,8,1954,1273,3,GasA,Y,1894,0,2010,185834.307916483
82,8125,1Fam,5,5,2,1,6,1940,1053,3,GasA,Y,1262,0,2007,115961.481313279
79,2280,TwnhsE,5,6,2,1,7,1977,1670,3,GasA,Y,1268,0,2010,164606.390257071
59,7200,1Fam,5,5,1,0,6,1930,1374,3,GasA,Y,1148,0,2008,97498.2807762959
90,8536,1Fam,7,5,2,0,7,2004,816,3,GasA,Y,990,0,2010,165219.486764259
50,10769,1Fam,6,7,1,1,4,1970,928,3,GasA,Y,2515,0,2008,236180.686947928
60,1491,1Fam,7,5,1,0,8,1951,372,2,GasA,Y,1229,0,2008,113775.828251134
62,9320,1Fam,5,6,1,0,6,1998,926,3,GasA,Y,2090,0,2007,192807.999611546
59,10237,1Fam,5,5,1,0,7,2003,894,3,GasA,N,854,0,2008,126824.218363247
93,4426,2fmCon,6,5,2,1,4,1953,840,3,GasA,Y,864,0,2009,137853.006450141
75,10106,1Fam,4,7,2,1,3,1976,1302,4,GasA,Y,1077,0,2009,135448.157098568
80,8248,1Fam,7,6,2,1,7,1936,728,2,GasA,Y,965,0,2009,124098.795149455
92,10010,TwnhsE,5,7,2,1,5,1962,384,3,GasA,Y,1306,0,2006,130463.733229343
70,9906,1Fam,5,5,1,1,6,1935,793,2,GasA,Y,1481,0,2009,97672.8113073104
57,7313,1Fam,7,5,2,0,6,1963,1057,2,GasA,Y,1509,0,2009,141986.606494669
69,8012,TwnhsE,5,5,2,1,8,1957,811,2,GasA,Y,1484,0,2006,157705.095921628
92,4251,1Fam,7,6,2,0,8,1925,756,3,GasA,Y,1266,0,2010,104846.60318748
70,11988,1Fam,7,7,2,0,10,1976,0,3,GasA,Y,1788,0,2007,187724.365559291
100,7943,1Fam,4,5,2,0,5,1976,1240,5,GasA,N,3395,0,2010,192675.045904297
85,12378,1Fam,7,7,2,1,7,1970,894,0,GasA,Y,900,0,2007,134908.425266895
87,13860,Duplex,6,5,1,0,6,2003,630,2,GasA,Y,864,0,2010,132768.682810399
85,13891,1Fam,8,8,2,0,4,2005,864,3,GasA,N,1112,0,2007,192098.648565002
75,8777,1Fam,6,6,2,0,4,1972,626,3,GasA,Y,1489,0,2010,153600.53300058
60,11316,1Fam,6,5,1,0,7,1971,864,2,GasA,Y,1698,0,2008,179032.149360766
77,12257,Twnhs,6,5,2,0,4,1965,720,3,GasA,N,894,0,2007,109543.166273483
60,21780,1Fam,9,5,2,1,7,2007,1649,3,GasA,Y,1040,0,2009,268176.227556179
52,10400,Twnhs,5,5,1,0,5,1968,2216,2,GasA,Y,1349,0,2008,213271.181851165
110,6324,2fmCon,6,6,2,0,4,2007,1196,3,GasA,Y,1894,0,2007,191124.441507271
70,10463,1Fam,6,6,2,1,8,1955,1470,3,GasA,Y,2730,0,2009,194917.613752742
62,8546,1Fam,5,6,1,1,7,2009,992,3,GasA,Y,1641,0,2008,197975.572725144
44,14850,1Fam,5,5,1,0,6,1921,768,4,GasA,Y,1095,0,2008,117354.098931123
96,6000,1Fam,5,5,2,0,7,2008,1728,2,GasA,Y,1208,0,2010,169765.410820003
52,4500,1Fam,6,5,2,0,6,1965,1064,3,GasA,Y,904,0,2008,130467.29803203
80,6120,1Fam,7,6,2,0,5,2005,0,3,GasA,N,1582,0,2007,192418.350763166
60,16226,1Fam,6,5,2,0,7,1925,910,2,GasA,Y,912,0,2006,126676.069765225
60,7862,1Fam,6,5,2,0,6,1959,1461,3,GasA,Y,2060,0,2007,192001.490535023
82,12144,1Fam,4,7,1,1,5,1965,709,4,GasA,Y,1541,0,2007,168351.807831189
88,8089,1Fam,5,5,3,1,5,1955,971,4,GasA,Y,1090,0,2008,113400.884962473
100,32668,1Fam,6,5,1,0,6,1982,896,3,GasA,Y,1304,0,2009,164498.644787893
71,8640,Twnhs,5,5,1,0,5,1960,1362,4,GasA,Y,1456,0,2006,164225.564346047
66,10208,1Fam,8,6,1,0,3,2008,1237,4,GasA,Y,1768,0,2007,199726.231664808
75,9590,Twnhs,5,5,1,0,6,2004,1436,2,GasA,Y,480,0,2006,143501.102735586
60,10970,1Fam,8,5,1,0,7,1923,1237,3,GasA,Y,1414,0,2009,157993.024239573
51,9531,1Fam,6,3,1,0,5,1914,732,4,GasA,Y,1851,0,2010,138463.039168936
70,1680,1Fam,6,5,2,0,5,1954,612,2,GasA,Y,1391,0,2007,142735.103776445
76,9636,1Fam,8,5,1,0,6,1968,1088,3,GasA,Y,894,0,2007,192037.703218868
80,10440,1Fam,8,5,2,0,7,1967,1517,3,GasA,Y,1236,0,2008,206474.523839776
71,9900,1Fam,5,6,1,0,7,1990,1896,1,GasA,Y,904,0,2010,179246.158073387
80,8846,1Fam,5,7,2,0,8,1974,1370,4,GasA,Y,1387,0,2006,149885.329451241
80,3000,1Fam,8,5,1,0,8,2003,2216,3,GasA,N,334,0,2009,215660.018494432
110,9120,1Fam,8,5,1,0,10,1959,1080,3,GasA,Y,1057,0,2006,164118.809119612
55,8924,1Fam,6,7,2,1,7,1995,1196,3,GasA,Y,1716,0,2007,180961.932257974
83,1890,1Fam,7,4,1,1,6,1982,1566,3,GasA,Y,1641,0,2009,194986.017841486
100,10140,1Fam,6,7,2,0,7,1977,928,3,GasA,Y,1888,0,2008,163158.054063501
107,12677,1Fam,5,7,2,0,5,2005,1466,3,GasA,Y,1959,0,2007,229261.125898871
60,8760,1Fam,3,5,1,1,6,2003,1262,3,GasA,Y,2640,0,2007,205553.617059927
79,5925,1Fam,7,5,2,0,8,1987,945,3,GasW,Y,1400,0,2006,197010.646502913
94,7560,1Fam,6,6,1,0,7,1996,576,3,GasA,Y,1400,0,2007,173678.493659921
63,16770,1Fam,5,7,2,1,9,2003,0,2,GasA,Y,1456,0,2006,190445.063156564
85,10134,1Fam,7,5,3,0,7,1920,1056,2,GasA,Y,1474,0,2008,150799.874574285
78,7750,1Fam,7,5,2,0,6,2003,1114,4,GasA,Y,1496,0,2008,185861.551582678
21,7800,1Fam,5,5,1,0,7,1957,686,2,GasW,Y,864,0,2009,116265.853949106
77,31770,1Fam,5,6,1,0,6,1955,2330,2,GasA,Y,1306,0,2007,222389.99186502
79,9144,1Fam,6,6,2,0,6,1940,1199,2,GasA,Y,1212,0,2010,165871.287091925
51,12155,1Fam,8,1,1,0,7,1951,1650,3,GasA,Y,1718,0,2007,260554.755727828
73,8791,1Fam,7,5,2,0,6,1987,0,3,GasA,Y,1266,0,2006,154676.511813381
34,12205,1Fam,6,5,2,0,9,2009,776,3,GasA,Y,1095,0,2010,156972.108630021
93,8125,1Fam,6,5,1,1,6,1969,1518,3,GasA,Y,1382,0,2007,212425.585055693
83,9200,1Fam,6,7,1,0,7,1960,2078,3,GasA,Y,1301,0,2008,177187.601971759
62,10500,TwnhsE,6,5,1,0,8,1976,1632,4,GasA,Y,1929,0,2009,176573.516980678
68,10628,1Fam,7,5,1,2,6,2000,1032,3,GasA,Y,910,0,2006,156631.867072628
92,9022,1Fam,9,6,1,0,6,1998,960,2,GasA,Y,827,0,2007,238026.833668221
174,8125,1Fam,7,7,1,1,8,1994,804,4,GasA,Y,1701,0,2007,182749.376442262
50,7758,1Fam,4,5,0,1,5,2006,1026,3,GasA,Y,988,0,2008,139725.992602195
70,10570,1Fam,5,6,2,1,4,2006,1058,4,GasA,Y,1680,0,2006,207342.458817156
88,9600,1Fam,6,5,2,0,7,2006,1273,3,GasA,Y,2515,0,2006,262381.616748654
38,6292,1Fam,5,6,2,0,6,2008,979,3,GasA,Y,1476,0,2010,204066.20806886
77,10530,1Fam,6,5,1,0,6,2004,968,4,GasW,Y,1973,0,2007,212792.422760871
73,11988,1Fam,8,6,1,0,7,1959,910,3,GasA,Y,1336,0,2009,162723.750627288
50,7015,1Fam,6,5,2,0,5,1962,616,3,GasA,N,768,0,2009,86810.7403905585
65,9742,1Fam,9,6,1,0,7,1915,1258,2,GasA,Y,1262,0,2009,216491.71998803
98,10134,1Fam,5,6,2,0,5,1955,908,3,GasA,Y,1572,0,2010,187579.532724208
85,9375,1Fam,7,6,1,1,9,1994,888,2,GasA,Y,1428,0,2008,217251.365396486
77,9120,1Fam,5,6,2,0,6,1922,1392,3,GasA,Y,1392,0,2006,131680.983544023
105,3180,1Fam,6,7,2,0,7,1974,1734,4,GasA,Y,1947,0,2010,169272.775529603
34,9675,1Fam,8,5,1,0,11,1951,848,3,GasA,Y,1800,0,2006,222064.000715236
60,8990,1Fam,9,5,2,0,10,1961,1143,2,GasA,Y,2358,0,2008,301143.843073781
110,8880,1Fam,7,5,2,0,8,2008,1092,2,GasA,Y,1466,0,2009,219972.048912771
90,18450,1Fam,5,5,1,1,7,1900,1541,4,GasA,Y,1656,0,2010,138279.886596438
84,10011,1Fam,6,7,2,0,7,1947,882,3,GasA,Y,864,0,2009,124462.808101408
64,9591,1Fam,7,5,2,1,5,2006,1226,3,GasA,Y,1836,0,2008,211753.651166324
85,3880,1Fam,8,5,2,0,7,1940,1127,4,GasA,Y,3222,0,2009,320929.642643395
36,9000,1Fam,2,5,2,0,7,1969,720,3,GasA,Y,2344,0,2007,146193.710275242
70,8750,Duplex,5,5,2,1,7,1954,1536,3,GasA,Y,1277,0,2009,186231.172194701
110,5925,Twnhs,7,7,1,2,5,1999,894,3,GasA,Y,1728,0,2009,170696.060836455
60,8472,1Fam,7,5,2,1,4,1952,992,3,GasA,Y,1842,0,2006,199880.955959249
53,9600,1Fam,8,5,2,0,5,1994,721,2,GasA,Y,1131,0,2009,179591.855451334
60,9819,1Fam,4,5,1,1,9,2003,1122,3,GasA,Y,1922,0,2009,144519.975378461
129,9500,1Fam,5,7,1,0,8,1967,832,3,GasA,Y,1548,0,2008,145230.570761557
70,13478,2fmCon,4,5,2,1,6,1986,1150,4,GasA,N,1668,0,2006,165976.034367021
61,14191,1Fam,7,8,1,0,8,1973,735,3,GasA,N,1775,0,2007,209552.599487371
65,25419,1Fam,4,6,1,0,5,2007,920,3,GasA,Y,1032,0,2009,131110.933317223
78,70761,TwnhsE,9,5,2,0,5,2009,702,4,GasA,Y,1003,0,2010,212297.784879448
60,10480,1Fam,6,6,2,1,6,2009,806,3,GasA,Y,2094,0,2007,226885.800612533
70,14215,1Fam,4,6,1,1,5,2005,1394,3,GasA,Y,2504,0,2008,206591.923698345
65,10530,1Fam,9,5,1,0,6,1948,1728,3,GasA,Y,1869,0,2009,284545.006085065
65,9600,1Fam,5,5,1,1,6,1916,1752,2,GasA,Y,1713,0,2007,160730.63107817
100,10655,1Fam,4,5,2,0,8,2005,458,2,GasA,Y,1888,0,2006,187459.055977938
72,17140,1Fam,8,5,2,1,7,1885,528,3,GasA,Y,1294,0,2006,149024.390570433
75,8000,TwnhsE,7,6,1,0,6,1996,840,1,GasA,Y,2448,0,2010,208140.885468976
75,9505,TwnhsE,8,5,2,0,6,2006,1226,3,GasA,Y,1152,0,2006,196077.306045566
53,1526,TwnhsE,5,5,2,2,6,1993,1164,3,GasA,Y,2198,0,2007,141413.529425554
80,5520,1Fam,5,5,1,0,8,2005,660,3,GasA,Y,1839,0,2009,134422.428274094
53,17503,1Fam,7,5,2,1,4,1949,1349,3,GasA,Y,1063,0,2007,184743.312360842
78,10628,1Fam,7,8,2,0,7,2000,1113,2,GasA,Y,1828,0,2006,236563.449421741
60,9066,1Fam,5,6,1,1,6,1981,600,2,GasA,Y,1252,0,2008,133288.889862436
60,7851,1Fam,5,5,2,0,7,1946,673,4,GasA,Y,1526,0,2009,157102.348028342
70,8400,1Fam,5,5,1,0,7,1982,729,2,GasA,Y,1541,0,2006,124226.489124961
75,4456,1Fam,7,7,2,0,8,1914,1140,3,GasA,Y,2236,0,2006,182407.421312645
50,9675,1Fam,5,6,1,0,6,1977,1216,2,GasA,Y,1953,0,2006,173089.518024817
21,4500,Duplex,6,5,2,1,7,1962,1008,4,GasA,Y,1004,0,2007,95942.9075550994
72,9967,1Fam,5,5,2,1,6,1971,686,2,GasA,Y,832,0,2008,143734.002966854
61,10267,1Fam,5,7,2,1,6,1977,822,2,GasA,N,2290,0,2010,171079.095917028
65,10335,1Fam,4,4,2,1,9,1951,1698,4,GasA,Y,1717,0,2009,139876.986209032
67,10159,1Fam,5,5,2,0,5,1998,1324,3,GasA,Y,1869,0,2009,204324.784263524
49,12803,1Fam,5,8,1,1,6,1976,1800,3,GasA,N,1382,0,2008,161982.433665464
85,6120,1Fam,4,6,1,0,8,1965,832,3,GasA,Y,1164,0,2010,114398.682013393
80,13693,1Fam,7,5,1,0,6,2006,1643,4,GasA,Y,869,0,2007,208491.769782745
80,13710,1Fam,8,5,2,1,6,2007,0,2,GasA,Y,1800,0,2007,233342.354041778
79,13501,TwnhsE,4,5,1,0,5,1999,1541,3,GasA,Y,1710,0,2008,158719.286154943
80,10859,1Fam,4,5,1,0,7,1945,944,4,GasA,Y,1248,0,2009,118604.684831362
72,8366,1Fam,4,6,2,1,7,1970,1070,4,GasA,Y,1919,0,2007,160412.782378523
79,9531,1Fam,6,9,1,0,7,2001,880,3,GasA,N,1414,0,2007,190126.429455418
70,4500,1Fam,8,5,1,0,9,2005,3094,4,GasA,Y,2262,0,2008,294536.459588032
75,8199,1Fam,4,5,1,1,6,1990,874,2,GasA,N,1842,0,2006,160784.143110945
60,14157,TwnhsE,8,6,1,0,5,2005,520,2,GasA,Y,780,0,2007,153091.467249379
81,8314,TwnhsE,6,7,2,0,7,1975,928,2,GasA,Y,1229,0,2009,153452.667369049
80,9600,1Fam,6,5,1,1,9,1987,1053,4,GasA,Y,1978,0,2008,197458.368991939
74,17423,1Fam,8,5,2,1,7,2006,1128,2,GasA,Y,1225,0,2009,210617.283585436
101,8400,1Fam,10,7,1,0,7,1981,768,3,GasA,Y,2287,0,2008,319605.376601663
85,21384,1Fam,5,6,2,1,7,2002,1842,3,GasA,Y,1470,0,2008,181779.825078628
51,12342,2fmCon,5,4,1,0,14,2003,924,3,GasA,Y,1228,0,2007,127609.334987785
69,10402,1Fam,7,5,1,1,8,1999,1117,3,GasA,Y,2087,0,2009,226918.450485488
72,12384,1Fam,7,5,2,1,7,1964,848,3,GasA,Y,1296,0,2008,132738.554190776
68,10634,1Fam,7,6,2,1,4,1965,874,5,GasA,Y,1116,0,2009,148074.447624267
41,11216,1Fam,8,5,1,1,6,1972,707,3,GasA,Y,1960,0,2008,244182.124751572
64,9464,1Fam,6,5,1,0,8,1961,2006,4,GasA,Y,2353,0,2009,158988.57357188
61,8314,1Fam,5,2,2,0,7,1955,729,3,GasA,Y,1872,0,2010,119303.749687264
60,12919,TwnhsE,8,6,1,0,5,1960,1029,2,GasA,Y,1456,0,2006,230287.57253946
96,8973,1Fam,5,7,2,0,7,1970,1486,3,GasA,Y,1969,0,2006,213843.818900261
80,8978,1Fam,6,7,2,1,7,2004,847,2,GasA,Y,1120,0,2010,182540.050122601
110,70761,TwnhsE,8,5,1,0,6,1960,864,4,GasA,Y,1252,0,2009,187893.613273062
105,16321,1Fam,5,5,2,1,6,1966,880,4,GasA,Y,1734,0,2010,169178.777109512
100,12800,1Fam,7,6,1,1,9,1972,588,4,GasA,Y,1032,0,2009,158063.564224703
66,12702,1Fam,6,5,1,0,8,2000,848,3,GasA,N,1761,0,2010,180889.691964558
72,8123,1Fam,7,5,2,0,7,1976,713,3,GasA,Y,848,0,2009,150678.397267734
65,15138,1Fam,5,5,1,0,7,2005,672,3,GasA,Y,2364,0,2009,172170.802440947
60,7200,1Fam,8,5,2,0,6,1996,1276,5,GasA,Y,1656,0,2006,213519.270769276
106,9144,1Fam,8,5,1,0,6,1962,384,3,GasA,Y,1402,0,2007,155538.678530772
68,7590,1Fam,7,7,1,1,7,1965,882,2,GasA,Y,1557,0,2008,194934.031644262
50,7018,1Fam,8,5,2,1,7,2005,1499,3,GasA,Y,864,0,2008,257589.391479107
103,2645,1Fam,6,6,2,1,6,1898,648,3,GasA,Y,951,0,2010,100441.613898073
69,11029,Duplex,6,5,3,1,6,1966,440,2,GasA,Y,2274,0,2008,149714.386046156
52,9297,1Fam,8,9,1,0,9,1970,975,3,GasA,Y,1656,0,2009,200630.938640486
76,10859,1Fam,5,5,2,0,6,1946,1145,3,GasA,Y,1116,0,2007,129726.222284574
66,5105,1Fam,5,6,2,1,6,1966,1190,4,GasA,Y,1541,0,2007,157093.485924329
68,16669,2fmCon,8,7,2,0,6,1957,520,3,GasA,Y,1284,0,2008,138006.13939215
79,11616,1Fam,7,7,2,0,11,1980,1753,4,GasA,Y,1235,0,2009,176019.823685646
79,8163,1Fam,7,5,2,0,6,1995,0,3,GasA,Y,2978,0,2008,256708.503768613
71,8430,2fmCon,6,5,2,1,8,2008,1416,3,GasA,Y,841,0,2008,212872.738808579
86,8246,1Fam,7,8,1,0,5,2006,1616,3,GasA,Y,1123,0,2008,197905.066672593
83,13837,1Fam,6,5,1,1,9,1955,658,3,GasA,Y,1212,0,2009,151666.689388117
66,10542,1Fam,7,6,2,0,6,1934,848,3,GasA,Y,1501,0,2010,181072.014077728
55,3072,1Fam,7,7,1,1,6,1979,930,3,GasA,Y,1304,0,2006,137267.478538516
100,8125,TwnhsE,6,5,2,0,5,2009,1766,4,GasA,Y,1582,0,2008,217277.367005586
82,8163,1Fam,5,5,1,1,5,1976,608,4,GasA,Y,999,0,2007,134687.67482252
50,164660,1Fam,7,7,2,0,6,1918,793,2,GasA,Y,1470,0,2010,179395.541534059
96,6240,1Fam,7,5,1,0,5,1959,1258,3,GasA,Y,2134,0,2009,167002.668814909
50,8536,1Fam,6,6,1,0,8,1954,744,2,GasA,Y,1123,0,2009,104275.653028756
97,11999,1Fam,8,7,2,0,10,1990,928,3,GasA,Y,996,0,2007,198247.20644016
60,5925,1Fam,5,5,2,0,6,1900,780,3,GasA,Y,884,0,2010,71868.1851114513
70,9830,1Fam,8,5,2,1,7,2003,910,3,GasA,Y,788,0,2009,182739.455091744
100,8712,1Fam,7,3,1,0,8,2008,808,2,GasA,Y,1228,0,2010,170465.886412043
50,6371,1Fam,6,5,1,0,6,2005,2444,3,GasA,Y,1709,0,2007,197785.17545607
90,12030,1Fam,3,7,2,0,7,2003,728,4,GasA,Y,1526,0,2010,171483.747411444
78,11426,1Fam,5,6,2,1,7,1992,1237,2,GasA,Y,2730,0,2010,220954.986799818
80,11249,1Fam,5,7,2,0,5,1995,672,3,GasA,Y,1666,0,2009,152729.09697478
70,11443,1Fam,6,6,2,1,5,1954,864,2,GasA,Y,1529,0,2006,155858.837175069
44,8400,1Fam,6,5,1,0,5,1989,1650,1,GasA,Y,1198,0,2008,213595.807579246
70,11478,1Fam,4,5,2,1,7,1958,744,3,GasA,Y,1208,0,2008,125333.702098678
65,17920,2fmCon,5,4,1,1,5,2006,796,2,GasA,Y,1208,0,2008,144326.612601645
78,10237,1Fam,5,5,2,1,7,1976,846,3,GasA,Y,1040,0,2008,104003.698049258
75,8773,1Fam,6,5,2,0,6,1965,1277,3,Grav,Y,1797,0,2006,198391.671337726
90,12274,1Fam,9,6,2,1,8,2005,894,3,GasA,Y,1458,0,2007,225629.420760527
36,10918,1Fam,6,5,2,0,8,1950,1385,3,GasA,Y,1360,0,2008,179148.047507564
55,12378,1Fam,7,7,1,1,7,1979,1034,3,GasA,Y,1820,0,2009,182452.178239355
69,10800,1Fam,6,5,1,0,7,1988,1062,2,GasA,Y,1136,0,2006,167279.456577839
75,16285,1Fam,5,7,1,0,6,1941,1078,3,GasA,Y,2344,0,2009,191652.080493457
47,10000,1Fam,5,5,1,1,5,1974,1391,3,GasA,Y,3279,0,2009,190033.299410377
57,11670,1Fam,5,5,2,1,9,2007,816,3,GasA,N,1710,0,2007,161308.151557749
85,8480,1Fam,6,5,1,1,4,1976,884,3,GasA,Y,1112,0,2009,118267.045441033
47,45600,1Fam,6,7,2,0,6,2001,1062,2,GasA,Y,1328,0,2008,176890.808031931
78,13472,1Fam,5,5,2,0,7,2006,1374,2,GasA,Y,1824,0,2010,227101.526679515
107,53504,Duplex,6,5,1,1,10,1930,1056,3,GasA,Y,1915,0,2006,182892.083460308
60,6120,1Fam,8,5,1,1,6,1977,1442,2,GasA,Y,1471,0,2007,209590.756957247
65,1680,1Fam,7,7,2,0,5,1954,2046,3,GasA,Y,1302,0,2010,191662.913860066
68,7050,1Fam,6,8,2,0,6,1993,1090,3,GasA,Y,1276,0,2009,187358.399243247
72,6120,Twnhs,7,7,1,1,6,1977,799,3,GasA,Y,788,0,2006,117487.95789413
68,4750,1Fam,7,5,2,1,5,2007,856,3,GasA,Y,864,0,2008,168657.760830641
130,9760,1Fam,5,5,2,0,3,2005,1424,2,GasA,Y,1779,0,2010,200092.177747905
120,8530,Twnhs,5,5,2,1,6,2000,1040,3,GasA,Y,1710,0,2007,162030.630193924
100,9000,1Fam,6,6,2,0,6,1948,1127,3,GasA,Y,848,0,2009,156496.011095742
50,12205,1Fam,6,8,1,0,5,1900,928,2,GasA,Y,1895,0,2006,145417.718852798
51,7050,Duplex,5,5,2,2,7,1996,616,3,GasA,Y,1660,0,2009,169928.263761369
21,8089,1Fam,7,5,2,0,7,1977,462,3,GasA,Y,3140,0,2006,210804.412756044
40,9600,1Fam,6,5,2,1,4,1965,686,3,GasA,Y,1908,0,2008,132781.431964448
83,2308,1Fam,7,6,0,0,8,1999,882,2,GasA,Y,2002,0,2008,218925.924962049
50,12358,1Fam,7,5,1,0,4,1981,1268,4,GasA,Y,1436,0,2007,211907.690522748
70,9600,TwnhsE,6,5,1,0,6,1983,1777,3,GasA,N,912,0,2008,154533.885159323
313,16635,1Fam,5,7,2,0,7,1960,728,3,GasA,N,866,0,2010,87112.3746871333
60,12227,1Fam,5,5,3,1,7,1996,952,2,GasA,Y,2285,0,2009,193762.117214819
75,9636,1Fam,7,5,1,1,7,1957,773,3,GasA,Y,1968,0,2010,183495.466756777
50,9945,1Fam,7,5,1,0,7,1977,940,2,GasA,Y,1340,0,2009,167086.570853787
69,10171,1Fam,4,5,2,0,4,2005,1436,4,GasA,Y,1604,0,2007,195437.982905025
36,10171,2fmCon,6,5,3,0,6,2007,955,4,GasA,Y,796,0,2007,150557.103316282
50,14145,1Fam,5,5,1,0,5,2002,928,1,GasA,Y,1228,0,2008,173873.674629799
60,9800,1Fam,7,3,1,0,7,1971,872,4,GasA,Y,1411,0,2006,120929.721679389
110,7200,1Fam,8,5,1,0,7,1979,1494,2,GasA,Y,1547,0,2007,237412.139989753
