Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
4145,100,8500,1Fam,5,4,1,1,8,1970,866,4,GasW,Y,914,0,2007,72175.660933997
4146,70,8750,1Fam,6,7,2,1,5,1953,1362,3,GasA,Y,796,0,2009,162897.09572651
4147,64,10634,1Fam,5,5,2,1,9,1976,1499,6,GasA,Y,2296,0,2009,171604.755446697
4148,54,10000,1Fam,8,5,1,0,8,1900,992,2,GasA,Y,1959,0,2009,211108.41318035
4149,24,11457,1Fam,6,5,2,1,7,1977,798,3,GasA,N,2142,0,2008,183351.56343826
4150,,4923,1Fam,5,5,2,0,7,1992,948,3,GasA,Y,1134,0,2008,153819.851716258
4151,70,12615,1Fam,4,3,1,0,7,1940,864,3,GasA,Y,1056,0,2008,65409.9270191786
4152,66,7500,1Fam,6,5,1,1,6,1968,1214,4,GasA,Y,2230,0,2009,151066.751863455
4153,59,9018,1Fam,7,5,2,1,7,1957,483,3,GasA,Y,1068,0,2006,156753.319606493
4154,67,8967,1Fam,5,5,2,0,7,1992,384,4,GasA,N,1268,0,2006,127728.160601972
4155,24,1936,1Fam,8,7,2,1,6,1976,1190,4,GasA,N,2504,0,2009,228360.602406841
4156,100,7200,1Fam,8,6,1,0,10,1977,816,3,GasA,Y,2138,0,2010,222703.900929033
4157,63,13600,1Fam,5,5,1,1,9,1910,1422,3,GasA,Y,1802,0,2009,156345.457398451
4158,42,8712,1Fam,7,7,1,0,7,2005,1065,3,GasA,Y,970,0,2007,146414.981406804
4159,,27650,1Fam,6,7,2,1,8,1984,458,4,GasA,N,1588,0,2008,191182.16904668
4160,82,7930,1Fam,9,6,2,1,6,2006,1638,4,GasA,Y,1535,0,2009,284663.772801781
4161,,10832,1Fam,5,7,2,0,6,1966,1164,3,GasA,Y,958,0,2007,118257.637379294
4162,80,8640,1Fam,8,5,2,0,6,1998,1753,3,GasA,Y,854,0,2007,260301.738804988
4163,42,7800,1Fam,5,6,2,0,10,1983,888,4,GasA,Y,912,0,2006,123796.94491667
4164,70,8414,1Fam,5,7,2,0,10,1963,1860,1,GasA,Y,1456,0,2006,167083.130777639
4165,50,16647,Duplex,5,5,1,0,6,1920,0,3,GasA,Y,2030,0,2010,129410.528437003
4166,47,8777,1Fam,7,7,2,0,7,2000,1090,3,GasA,Y,1198,0,2006,145352.591954583
4167,44,9000,1Fam,6,5,1,0,8,1963,1240,4,GasA,Y,1117,0,2007,145698.170221531
4168,79,12155,1Fam,3,5,0,0,8,1998,684,3,GasA,Y,1039,0,2007,74799.1063270845
4169,,7875,TwnhsE,5,8,2,0,6,1959,1347,4,GasA,Y,1378,0,2008,130667.845980587
4170,,8248,1Fam,7,5,2,0,7,1958,1709,3,GasA,Y,1664,0,2009,187871.532481733
4171,,15660,1Fam,5,5,2,1,8,1961,756,2,GasA,N,1296,0,2006,154584.571910674
4172,75,9084,1Fam,4,8,2,1,11,1972,1188,3,GasA,Y,943,0,2006,144474.032508618
4173,51,10000,1Fam,7,5,2,0,4,1918,1358,2,GasA,Y,2715,0,2009,230795.15185388
4174,90,14536,1Fam,7,5,1,0,10,1997,1617,3,GasA,Y,2287,0,2009,304304.752818595
4175,65,11029,1Fam,6,5,2,1,7,1977,1494,2,GasA,Y,918,0,2007,185547.90844622
4176,104,8393,1Fam,6,7,1,0,7,1958,783,3,GasA,Y,1112,0,2008,121908.601533686
4177,60,16669,TwnhsE,4,6,1,1,6,1997,551,3,GasA,Y,1080,0,2008,95198.2403947391
4178,60,9571,1Fam,5,7,2,0,11,1962,1204,2,GasA,Y,2090,0,2008,185304.406338062
4179,74,12464,1Fam,6,5,2,1,5,1999,840,2,GasA,Y,840,0,2007,131902.956667962
4180,72,9320,1Fam,6,7,1,0,7,1957,1153,2,GasA,Y,1661,0,2008,162225.324462344
4181,110,4456,1Fam,8,5,2,1,6,1993,1498,4,GasA,Y,864,0,2010,205911.081606646
4182,76,8978,1Fam,8,5,1,1,8,2005,832,3,GasA,Y,1812,0,2007,232676.948667254
4183,69,2117,1Fam,7,4,1,0,5,1930,925,3,GasA,Y,816,0,2009,121936.929492946
4184,21,7420,1Fam,6,5,1,1,7,1997,1370,2,GasW,Y,1836,0,2010,163991.426933729
4185,54,6600,1Fam,6,6,2,1,6,1988,1008,3,GasA,Y,864,0,2008,128488.075073485
4186,60,6970,1Fam,6,5,1,1,5,1931,1482,2,GasA,N,1196,0,2006,161340.595839968
4187,102,11040,1Fam,6,5,1,0,9,1979,773,4,GasA,Y,2504,0,2008,178800.072316512
4188,,11838,2fmCon,8,5,2,0,6,1996,1617,2,GasA,Y,2713,0,2008,374219.437422055
4189,80,10402,1Fam,5,5,2,0,8,1948,866,4,GasA,Y,1604,0,2008,150597.518829427
4190,60,2665,1Fam,7,5,2,1,7,2005,735,3,GasA,Y,1039,0,2007,165511.328910745
4191,74,11250,1Fam,7,5,2,0,10,1928,1134,4,GasA,Y,1099,0,2007,187881.265189567
4192,,4750,Twnhs,6,5,2,0,4,2006,848,2,GasA,Y,2296,0,2006,167606.834300085
4193,60,9531,Twnhs,6,5,2,1,6,2006,860,2,GasA,Y,1375,0,2007,156422.743878753
4194,80,8738,1Fam,5,6,2,0,8,1964,1452,3,GasA,N,1241,0,2007,177368.37132201
4195,68,10793,1Fam,5,5,1,0,7,2003,847,4,GasA,Y,1953,0,2008,179052.099769972
4196,24,11888,1Fam,7,5,2,1,6,2003,804,4,GasA,Y,1494,0,2007,164314.127548637
4197,100,14977,TwnhsE,6,6,1,0,10,2008,944,3,GasA,Y,2696,0,2007,241298.520127956
4198,44,7758,1Fam,5,5,2,0,5,1900,912,2,GasA,Y,968,0,2007,93596.8818429358
4199,87,18800,1Fam,7,5,2,1,8,2003,894,3,GasA,Y,996,0,2007,197111.38820333
4200,60,12090,TwnhsE,5,7,1,0,6,2006,747,3,GasA,Y,1719,0,2006,156213.720095309
4201,85,8777,1Fam,7,8,1,0,6,1972,880,4,GasA,Y,1728,0,2008,209313.258001486
4202,64,12243,1Fam,5,6,2,0,5,1920,832,3,GasA,Y,2643,0,2008,179845.476412868
4203,61,3880,Duplex,7,5,2,0,6,1920,1092,3,GasA,Y,894,0,2009,121841.352169473
4204,80,15523,1Fam,5,6,1,1,7,1976,1141,3,GasA,Y,1053,0,2010,102294.502327236
4205,60,8973,1Fam,4,7,1,0,8,1946,600,3,GasA,Y,1120,0,2008,81680.3056131306
4206,48,7931,1Fam,5,5,2,1,4,1965,1128,2,GasA,Y,2872,0,2010,208914.969417586
4207,121,7200,1Fam,7,6,2,1,5,1956,773,2,GasA,Y,2640,0,2008,169219.659879867
4208,105,10400,1Fam,5,5,2,0,7,1971,483,2,GasA,Y,1220,0,2010,134766.738458318
4209,85,10562,1Fam,6,7,2,1,4,2003,0,3,GasA,Y,1458,0,2010,128459.278415409
4210,78,8765,1Fam,8,7,2,1,8,2005,483,2,GasA,Y,1949,0,2006,254351.162000568
4211,24,5271,TwnhsE,8,8,3,1,7,2004,1522,4,GasA,Y,1949,0,2009,281576.206867134
4212,,8899,1Fam,8,5,2,0,3,2004,1095,3,GasA,Y,1411,0,2007,213064.003449647
4213,65,10452,1Fam,7,6,1,1,7,1994,1728,3,GasA,Y,2207,0,2008,263916.875680425
4214,,9920,1Fam,6,5,1,1,7,1961,788,4,GasA,Y,1337,0,2009,167204.886368009
4215,70,13568,Duplex,5,5,2,0,5,2007,876,3,GasA,Y,1602,0,2008,190322.234838632
4216,63,6292,1Fam,5,5,2,1,6,2004,1164,1,GasA,Y,1434,0,2010,199952.594036078
4217,54,10012,1Fam,5,5,2,0,10,2000,936,3,GasA,Y,1518,0,2006,135688.855147566
4218,90,16905,1Fam,6,6,2,0,4,1997,1142,3,GasA,Y,1694,0,2007,227277.726755155
4219,24,21750,1Fam,8,5,1,0,7,1984,1064,3,GasA,Y,1180,0,2008,185671.413620737
4220,110,10530,1Fam,7,6,2,0,6,1956,0,3,GasA,Y,2080,0,2006,204060.995775386
4221,65,7930,1Fam,5,5,2,0,7,2003,1039,1,GasA,Y,971,0,2007,144955.609521345
4222,92,11409,1Fam,8,5,1,0,5,1946,1324,3,GasA,Y,854,0,2006,154680.938349257
4223,21,8925,1Fam,5,1,1,0,5,1993,0,3,GasA,Y,2060,0,2009,105631.655806295
4224,72,8410,1Fam,7,5,2,0,6,1975,910,3,GasA,Y,1800,0,2010,168692.876449942
4225,59,8924,1Fam,7,5,1,1,6,1910,927,3,GasA,Y,1679,0,2010,161383.505606115
4226,70,5600,1Fam,7,5,2,0,9,1976,1623,3,GasA,Y,1080,0,2007,140476.795138463
4227,73,10570,1Fam,5,6,2,1,9,1957,1838,2,GasA,Y,1720,0,2009,137377.430826422
4228,80,8450,1Fam,5,5,1,1,6,2003,1148,2,GasA,N,1370,0,2010,153389.962961831
4229,79,5586,Twnhs,7,4,1,0,5,2003,3094,2,GasA,N,1511,0,2007,204090.544841202
4230,82,7800,1Fam,5,6,2,1,8,1950,1337,3,GasA,Y,768,0,2009,91895.9581349455
4231,60,10402,1Fam,6,3,1,0,8,1974,1056,3,GasA,Y,2730,0,2008,154052.127876548
4232,65,10500,1Fam,8,5,2,0,10,1977,1728,2,GasA,Y,1924,0,2006,279254.068754762
4233,85,10500,1Fam,6,6,1,0,8,1958,689,3,GasA,Y,1958,0,2008,175025.956897256
4234,57,8814,1Fam,5,5,2,0,5,1954,864,3,GasA,Y,1915,0,2006,173510.53248316
4235,60,21535,1Fam,7,3,2,1,7,2005,1086,2,GasA,Y,1164,0,2007,186826.261422791
4236,,9950,1Fam,8,5,1,0,5,1996,755,3,GasA,Y,1710,0,2007,164256.784513761
4237,85,8366,1Fam,5,5,2,0,6,1966,1428,0,GasA,Y,1301,0,2008,144733.775579649
4238,85,7226,1Fam,5,5,0,0,6,1950,1248,3,GasA,Y,1509,0,2008,141643.782150672
4239,80,8640,1Fam,7,9,2,0,7,1977,1092,3,GasA,N,1269,0,2006,201787.867460299
4240,105,8740,1Fam,7,5,2,0,9,1996,1728,2,GasA,Y,1501,0,2010,208935.864513127
4241,80,7758,1Fam,7,7,1,0,8,1968,1375,2,GasA,Y,1135,0,2009,184789.9731688
4242,,6130,TwnhsE,6,7,1,1,5,1984,1768,3,GasA,Y,1477,0,2008,134275.225507982
4243,70,1869,TwnhsE,8,6,1,0,5,1957,1470,4,GasA,Y,4316,0,2008,371292.338790117
4244,63,14762,1Fam,7,5,1,1,4,1949,384,2,GasA,Y,918,0,2006,111525.940351949
4245,63,9042,1Fam,6,5,2,2,6,1915,2121,3,GasA,Y,1696,0,2008,178017.075336738
4246,70,7861,Duplex,6,6,2,1,6,2004,918,3,GasA,Y,1474,0,2010,116358.121181475
4247,50,9591,Duplex,8,5,2,0,9,2009,740,4,GasA,Y,1768,0,2010,200108.315196184
4248,65,11443,TwnhsE,6,5,2,0,8,1997,793,3,GasA,Y,1801,0,2006,171305.935674112
4249,70,2308,1Fam,9,5,2,0,5,1945,1208,4,GasA,Y,1026,0,2007,176192.936646932
4250,82,7301,1Fam,7,6,1,1,8,1958,1088,3,GasA,N,1684,0,2010,155641.568488629
4251,,6820,1Fam,8,5,1,1,6,1967,1291,3,GasA,Y,2094,0,2009,254798.564887186
4252,21,11952,TwnhsE,7,5,1,1,6,2001,616,2,GasA,Y,1652,0,2007,163706.896164857
4253,73,9906,1Fam,5,6,1,1,6,2003,1144,2,GasA,Y,1728,0,2010,168293.743731697
4254,51,9452,TwnhsE,5,2,1,0,7,1989,1392,3,GasA,N,1560,0,2007,128696.475920996
4255,100,7064,1Fam,9,7,2,1,8,2007,1554,2,GasA,Y,1652,0,2007,304475.553455452
4256,70,9600,1Fam,7,5,2,0,7,1960,1373,4,GasA,Y,1724,0,2006,157043.974053601
4257,70,13710,1Fam,5,5,1,1,7,2006,1114,3,GasA,Y,630,0,2006,183913.799739361
4258,47,7200,1Fam,6,5,1,0,6,1996,1490,3,GasA,Y,1915,0,2008,211149.536964512
4259,,13125,2fmCon,6,7,2,0,6,1993,796,2,GasA,Y,1472,0,2010,159475.841822452
4260,75,8544,TwnhsE,5,7,1,1,6,1928,880,3,GasA,Y,969,0,2006,120743.251079555
4261,54,13837,Twnhs,10,7,1,0,8,1949,738,4,GasA,Y,1717,0,2010,253657.82326477
4262,96,14157,1Fam,8,5,2,1,7,2004,1268,3,GasA,Y,1506,0,2007,264108.05662599
4263,92,7136,1Fam,5,5,2,1,10,1993,725,2,GasA,Y,1208,0,2007,126454.645356817
4264,,9248,1Fam,6,5,1,1,4,1986,3200,3,GasA,Y,1694,0,2006,171786.442443512
4265,144,9135,1Fam,5,6,1,0,7,1916,888,3,GasA,Y,1208,0,2009,97237.6156343505
4266,106,8640,1Fam,5,5,1,0,7,1949,2330,4,GasA,N,1692,0,2009,155279.43318178
4267,103,7064,1Fam,6,7,1,0,9,2005,1763,3,GasA,Y,2030,0,2009,176437.575682476
4268,69,9066,1Fam,5,6,2,1,8,2003,1105,4,GasA,Y,2144,0,2006,222908.013088219
4269,70,11302,1Fam,5,5,2,0,7,1972,1070,3,GasA,Y,1208,0,2006,181960.380595565
4270,35,6000,1Fam,9,8,2,0,6,1958,788,2,GasA,Y,1576,0,2009,216007.13070623
4271,61,1491,1Fam,6,5,1,1,5,2005,1362,6,GasA,Y,2320,0,2009,208606.835352736
4272,93,8846,1Fam,4,5,1,1,8,1954,1273,3,GasA,Y,1894,0,2010,185834.307916483
4273,,8125,1Fam,5,5,2,1,6,1940,1053,3,GasA,Y,1262,0,2007,115961.481313279
4274,79,2280,TwnhsE,5,6,2,1,7,1977,1670,3,GasA,Y,1268,0,2010,164606.390257071
4275,59,7200,1Fam,5,5,1,0,6,1930,1374,3,GasA,Y,1148,0,2008,97498.2807762959
4276,90,8536,1Fam,7,5,2,0,7,2004,816,3,GasA,Y,990,0,2010,165219.486764259
4277,50,10769,1Fam,6,7,1,1,4,1970,928,3,GasA,Y,2515,0,2008,236180.686947928
4278,60,1491,1Fam,7,5,1,0,8,1951,372,2,GasA,Y,1229,0,2008,113775.828251134
4279,62,9320,1Fam,5,6,1,0,6,1998,926,3,GasA,Y,2090,0,2007,192807.999611546
4280,59,10237,1Fam,5,5,1,0,7,2003,894,3,GasA,N,854,0,2008,126824.218363247
4281,93,4426,2fmCon,6,5,2,1,4,1953,840,3,GasA,Y,864,0,2009,137853.006450141
4282,75,10106,1Fam,4,7,2,1,3,1976,1302,4,GasA,Y,1077,0,2009,135448.157098568
4283,80,8248,1Fam,7,6,2,1,7,1936,728,2,GasA,Y,965,0,2009,124098.795149455
4284,92,10010,TwnhsE,5,7,2,1,5,1962,384,3,GasA,Y,1306,0,2006,130463.733229343
4285,,9906,1Fam,5,5,1,1,6,1935,793,2,GasA,Y,1481,0,2009,97672.8113073104
4286,57,7313,1Fam,7,5,2,0,6,1963,1057,2,GasA,Y,1509,0,2009,141986.606494669
4287,69,8012,TwnhsE,5,5,2,1,8,1957,811,2,GasA,Y,1484,0,2006,157705.095921628
4288,,4251,1Fam,7,6,2,0,8,1925,756,3,GasA,Y,1266,0,2010,104846.60318748
4289,,11988,1Fam,7,7,2,0,10,1976,0,3,GasA,Y,1788,0,2007,187724.365559291
4290,100,7943,1Fam,4,5,2,0,5,1976,1240,5,GasA,N,3395,0,2010,192675.045904297
4291,,12378,1Fam,7,7,2,1,7,1970,894,0,GasA,Y,900,0,2007,134908.425266895
4292,87,13860,Duplex,6,5,1,0,6,2003,630,2,GasA,Y,864,0,2010,132768.682810399
4293,85,13891,1Fam,8,8,2,0,4,2005,864,3,GasA,N,1112,0,2007,192098.648565002
4294,,8777,1Fam,6,6,2,0,4,1972,626,3,GasA,Y,1489,0,2010,153600.53300058
4295,60,11316,1Fam,6,5,1,0,7,1971,864,2,GasA,Y,1698,0,2008,179032.149360766
4296,77,12257,Twnhs,6,5,2,0,4,1965,720,3,GasA,N,894,0,2007,109543.166273483
4297,60,21780,1Fam,9,5,2,1,7,2007,1649,3,GasA,Y,1040,0,2009,268176.227556179
4298,52,10400,Twnhs,5,5,1,0,5,1968,2216,2,GasA,Y,1349,0,2008,213271.181851165
4299,110,6324,2fmCon,6,6,2,0,4,2007,1196,3,GasA,Y,1894,0,2007,191124.441507271
4300,70,10463,1Fam,6,6,2,1,8,1955,1470,3,GasA,Y,2730,0,2009,194917.613752742
4301,62,8546,1Fam,5,6,1,1,7,2009,992,3,GasA,Y,1641,0,2008,197975.572725144
4302,44,14850,1Fam,5,5,1,0,6,1921,768,4,GasA,Y,1095,0,2008,117354.098931123
4303,96,6000,1Fam,5,5,2,0,7,2008,1728,2,GasA,Y,1208,0,2010,169765.410820003
4304,52,4500,1Fam,6,5,2,0,6,1965,1064,3,GasA,Y,904,0,2008,130467.29803203
4305,80,6120,1Fam,7,6,2,0,5,2005,0,3,GasA,N,1582,0,2007,192418.350763166
4306,60,16226,1Fam,6,5,2,0,7,1925,910,2,GasA,Y,912,0,2006,126676.069765225
4307,60,7862,1Fam,6,5,2,0,6,1959,1461,3,GasA,Y,2060,0,2007,192001.490535023
4308,,12144,1Fam,4,7,1,1,5,1965,709,4,GasA,Y,1541,0,2007,168351.807831189
4309,88,8089,1Fam,5,5,3,1,5,1955,971,4,GasA,Y,1090,0,2008,113400.884962473
4310,100,32668,1Fam,6,5,1,0,6,1982,896,3,GasA,Y,1304,0,2009,164498.644787893
4311,71,8640,Twnhs,5,5,1,0,5,1960,1362,4,GasA,Y,1456,0,2006,164225.564346047
4312,66,10208,1Fam,8,6,1,0,3,2008,1237,4,GasA,Y,1768,0,2007,199726.231664808
4313,75,9590,Twnhs,5,5,1,0,6,2004,1436,2,GasA,Y,480,0,2006,143501.102735586
4314,60,10970,1Fam,8,5,1,0,7,1923,1237,3,GasA,Y,1414,0,2009,157993.024239573
4315,51,9531,1Fam,6,3,1,0,5,1914,732,4,GasA,Y,1851,0,2010,138463.039168936
4316,70,1680,1Fam,6,5,2,0,5,1954,612,2,GasA,Y,1391,0,2007,142735.103776445
4317,76,9636,1Fam,8,5,1,0,6,1968,1088,3,GasA,Y,894,0,2007,192037.703218868
4318,80,10440,1Fam,8,5,2,0,7,1967,1517,3,GasA,Y,1236,0,2008,206474.523839776
4319,71,9900,1Fam,5,6,1,0,7,1990,1896,1,GasA,Y,904,0,2010,179246.158073387
4320,80,8846,1Fam,5,7,2,0,8,1974,1370,4,GasA,Y,1387,0,2006,149885.329451241
4321,,3000,1Fam,8,5,1,0,8,2003,2216,3,GasA,N,334,0,2009,215660.018494432
4322,110,9120,1Fam,8,5,1,0,10,1959,1080,3,GasA,Y,1057,0,2006,164118.809119612
4323,,8924,1Fam,6,7,2,1,7,1995,1196,3,GasA,Y,1716,0,2007,180961.932257974
4324,83,1890,1Fam,7,4,1,1,6,1982,1566,3,GasA,Y,1641,0,2009,194986.017841486
4325,100,10140,1Fam,6,7,2,0,7,1977,928,3,GasA,Y,1888,0,2008,163158.054063501
4326,,12677,1Fam,5,7,2,0,5,2005,1466,3,GasA,Y,1959,0,2007,229261.125898871
4327,60,8760,1Fam,3,5,1,1,6,2003,1262,3,GasA,Y,2640,0,2007,205553.617059927
4328,79,5925,1Fam,7,5,2,0,8,1987,945,3,GasW,Y,1400,0,2006,197010.646502913
4329,94,7560,1Fam,6,6,1,0,7,1996,576,3,GasA,Y,1400,0,2007,173678.493659921
4330,63,16770,1Fam,5,7,2,1,9,2003,0,2,GasA,Y,1456,0,2006,190445.063156564
4331,85,10134,1Fam,7,5,3,0,7,1920,1056,2,GasA,Y,1474,0,2008,150799.874574285
4332,78,7750,1Fam,7,5,2,0,6,2003,1114,4,GasA,Y,1496,0,2008,185861.551582678
4333,21,7800,1Fam,5,5,1,0,7,1957,686,2,GasW,Y,864,0,2009,116265.853949106
4334,77,31770,1Fam,5,6,1,0,6,1955,2330,2,GasA,Y,1306,0,2007,222389.99186502
4335,,9144,1Fam,6,6,2,0,6,1940,1199,2,GasA,Y,1212,0,2010,165871.287091925
4336,51,12155,1Fam,8,1,1,0,7,1951,1650,3,GasA,Y,1718,0,2007,260554.755727828
4337,73,8791,1Fam,7,5,2,0,6,1987,0,3,GasA,Y,1266,0,2006,154676.511813381
4338,,12205,1Fam,6,5,2,0,9,2009,776,3,GasA,Y,1095,0,2010,156972.108630021
4339,93,8125,1Fam,6,5,1,1,6,1969,1518,3,GasA,Y,1382,0,2007,212425.585055693
4340,83,9200,1Fam,6,7,1,0,7,1960,2078,3,GasA,Y,1301,0,2008,177187.601971759
4341,,10500,TwnhsE,6,5,1,0,8,1976,1632,4,GasA,Y,1929,0,2009,176573.516980678
4342,,10628,1Fam,7,5,1,2,6,2000,1032,3,GasA,Y,910,0,2006,156631.867072628
4343,92,9022,1Fam,9,6,1,0,6,1998,960,2,GasA,Y,827,0,2007,238026.833668221
4344,174,8125,1Fam,7,7,1,1,8,1994,804,4,GasA,Y,1701,0,2007,182749.376442262
4345,50,7758,1Fam,4,5,0,1,5,2006,1026,3,GasA,Y,988,0,2008,139725.992602195
4346,70,10570,1Fam,5,6,2,1,4,2006,1058,4,GasA,Y,1680,0,2006,207342.458817156
4347,88,9600,1Fam,6,5,2,0,7,2006,1273,3,GasA,Y,2515,0,2006,262381.616748654
4348,38,6292,1Fam,5,6,2,0,6,2008,979,3,GasA,Y,1476,0,2010,204066.20806886
4349,,10530,1Fam,6,5,1,0,6,2004,968,4,GasW,Y,1973,0,2007,212792.422760871
4350,,11988,1Fam,8,6,1,0,7,1959,910,3,GasA,Y,1336,0,2009,162723.750627288
4351,50,7015,1Fam,6,5,2,0,5,1962,616,3,GasA,N,768,0,2009,86810.7403905585
4352,65,9742,1Fam,9,6,1,0,7,1915,1258,2,GasA,Y,1262,0,2009,216491.71998803
4353,98,10134,1Fam,5,6,2,0,5,1955,908,3,GasA,Y,1572,0,2010,187579.532724208
4354,85,9375,1Fam,7,6,1,1,9,1994,888,2,GasA,Y,1428,0,2008,217251.365396486
4355,77,9120,1Fam,5,6,2,0,6,1922,1392,3,GasA,Y,1392,0,2006,131680.983544023
4356,105,3180,1Fam,6,7,2,0,7,1974,1734,4,GasA,Y,1947,0,2010,169272.775529603
4357,34,9675,1Fam,8,5,1,0,11,1951,848,3,GasA,Y,1800,0,2006,222064.000715236
4358,60,8990,1Fam,9,5,2,0,10,1961,1143,2,GasA,Y,2358,0,2008,301143.843073781
4359,110,8880,1Fam,7,5,2,0,8,2008,1092,2,GasA,Y,1466,0,2009,219972.048912771
4360,90,18450,1Fam,5,5,1,1,7,1900,1541,4,GasA,Y,1656,0,2010,138279.886596438
4361,,10011,1Fam,6,7,2,0,7,1947,882,3,GasA,Y,864,0,2009,124462.808101408
4362,64,9591,1Fam,7,5,2,1,5,2006,1226,3,GasA,Y,1836,0,2008,211753.651166324
4363,85,3880,1Fam,8,5,2,0,7,1940,1127,4,GasA,Y,3222,0,2009,320929.642643395
4364,36,9000,1Fam,2,5,2,0,7,1969,720,3,GasA,Y,2344,0,2007,146193.710275242
4365,70,8750,Duplex,5,5,2,1,7,1954,1536,3,GasA,Y,1277,0,2009,186231.172194701
4366,,5925,Twnhs,7,7,1,2,5,1999,894,3,GasA,Y,1728,0,2009,170696.060836455
4367,,8472,1Fam,7,5,2,1,4,1952,992,3,GasA,Y,1842,0,2006,199880.955959249
4368,,9600,1Fam,8,5,2,0,5,1994,721,2,GasA,Y,1131,0,2009,179591.855451334
4369,60,9819,1Fam,4,5,1,1,9,2003,1122,3,GasA,Y,1922,0,2009,144519.975378461
4370,129,9500,1Fam,5,7,1,0,8,1967,832,3,GasA,Y,1548,0,2008,145230.570761557
4371,70,13478,2fmCon,4,5,2,1,6,1986,1150,4,GasA,N,1668,0,2006,165976.034367021
4372,61,14191,1Fam,7,8,1,0,8,1973,735,3,GasA,N,1775,0,2007,209552.599487371
4373,65,25419,1Fam,4,6,1,0,5,2007,920,3,GasA,Y,1032,0,2009,131110.933317223
4374,78,70761,TwnhsE,9,5,2,0,5,2009,702,4,GasA,Y,1003,0,2010,212297.784879448
4375,,10480,1Fam,6,6,2,1,6,2009,806,3,GasA,Y,2094,0,2007,226885.800612533
4376,70,14215,1Fam,4,6,1,1,5,2005,1394,3,GasA,Y,2504,0,2008,206591.923698345
4377,65,10530,1Fam,9,5,1,0,6,1948,1728,3,GasA,Y,1869,0,2009,284545.006085065
4378,65,9600,1Fam,5,5,1,1,6,1916,1752,2,GasA,Y,1713,0,2007,160730.63107817
4379,100,10655,1Fam,4,5,2,0,8,2005,458,2,GasA,Y,1888,0,2006,187459.055977938
4380,,17140,1Fam,8,5,2,1,7,1885,528,3,GasA,Y,1294,0,2006,149024.390570433
4381,75,8000,TwnhsE,7,6,1,0,6,1996,840,1,GasA,Y,2448,0,2010,208140.885468976
4382,75,9505,TwnhsE,8,5,2,0,6,2006,1226,3,GasA,Y,1152,0,2006,196077.306045566
4383,53,1526,TwnhsE,5,5,2,2,6,1993,1164,3,GasA,Y,2198,0,2007,141413.529425554
4384,80,5520,1Fam,5,5,1,0,8,2005,660,3,GasA,Y,1839,0,2009,134422.428274094
4385,53,17503,1Fam,7,5,2,1,4,1949,1349,3,GasA,Y,1063,0,2007,184743.312360842
4386,78,10628,1Fam,7,8,2,0,7,2000,1113,2,GasA,Y,1828,0,2006,236563.449421741
4387,60,9066,1Fam,5,6,1,1,6,1981,600,2,GasA,Y,1252,0,2008,133288.889862436
4388,60,7851,1Fam,5,5,2,0,7,1946,673,4,GasA,Y,1526,0,2009,157102.348028342
4389,,8400,1Fam,5,5,1,0,7,1982,729,2,GasA,Y,1541,0,2006,124226.489124961
4390,75,4456,1Fam,7,7,2,0,8,1914,1140,3,GasA,Y,2236,0,2006,182407.421312645
4391,50,9675,1Fam,5,6,1,0,6,1977,1216,2,GasA,Y,1953,0,2006,173089.518024817
4392,21,4500,Duplex,6,5,2,1,7,1962,1008,4,GasA,Y,1004,0,2007,95942.9075550994
4393,72,9967,1Fam,5,5,2,1,6,1971,686,2,GasA,Y,832,0,2008,143734.002966854
4394,61,10267,1Fam,5,7,2,1,6,1977,822,2,GasA,N,2290,0,2010,171079.095917028
4395,65,10335,1Fam,4,4,2,1,9,1951,1698,4,GasA,Y,1717,0,2009,139876.986209032
4396,67,10159,1Fam,5,5,2,0,5,1998,1324,3,GasA,Y,1869,0,2009,204324.784263524
4397,49,12803,1Fam,5,8,1,1,6,1976,1800,3,GasA,N,1382,0,2008,161982.433665464
4398,85,6120,1Fam,4,6,1,0,8,1965,832,3,GasA,Y,1164,0,2010,114398.682013393
4399,,13693,1Fam,7,5,1,0,6,2006,1643,4,GasA,Y,869,0,2007,208491.769782745
4400,80,13710,1Fam,8,5,2,1,6,2007,0,2,GasA,Y,1800,0,2007,233342.354041778
4401,79,13501,TwnhsE,4,5,1,0,5,1999,1541,3,GasA,Y,1710,0,2008,158719.286154943
4402,80,10859,1Fam,4,5,1,0,7,1945,944,4,GasA,Y,1248,0,2009,118604.684831362
4403,72,8366,1Fam,4,6,2,1,7,1970,1070,4,GasA,Y,1919,0,2007,160412.782378523
4404,,9531,1Fam,6,9,1,0,7,2001,880,3,GasA,N,1414,0,2007,190126.429455418
4405,,4500,1Fam,8,5,1,0,9,2005,3094,4,GasA,Y,2262,0,2008,294536.459588032
4406,75,8199,1Fam,4,5,1,1,6,1990,874,2,GasA,N,1842,0,2006,160784.143110945
4407,60,14157,TwnhsE,8,6,1,0,5,2005,520,2,GasA,Y,780,0,2007,153091.467249379
4408,81,8314,TwnhsE,6,7,2,0,7,1975,928,2,GasA,Y,1229,0,2009,153452.667369049
4409,,9600,1Fam,6,5,1,1,9,1987,1053,4,GasA,Y,1978,0,2008,197458.368991939
